Amount, BHeap Insert, BHeap Pop, PQueue Insert, PQueue Pop
3.717e+06, 1.03715, 9e-07, 0.521836, 5.4e-07
3.718e+06, 1.03731, 1e-06, 0.521956, 6e-07
3.719e+06, 1.03748, 9.2e-07, 0.522045, 8.1e-07
3.72e+06, 1.03764, 7.2e-07, 0.522168, 6.5e-07
3.721e+06, 1.0378, 1.02e-06, 0.522269, 5.4e-07
3.722e+06, 1.03809, 1.24e-06, 0.522353, 5.5e-07
3.723e+06, 1.03826, 7.6e-07, 0.52243, 4.6e-07
3.724e+06, 1.03842, 1.14e-06, 0.522509, 4.8e-07
3.725e+06, 1.03859, 7.2e-07, 0.522588, 5.2e-07
3.726e+06, 1.03875, 8.3e-07, 0.52267, 4.7e-07
3.727e+06, 1.03893, 1.07e-06, 0.522754, 4.5e-07
3.728e+06, 1.0391, 7.6e-07, 0.522893, 5.7e-07
3.729e+06, 1.03926, 7.1e-07, 0.522976, 6.8e-07
3.73e+06, 1.03942, 7e-07, 0.523054, 7.9e-07
3.731e+06, 1.03959, 9.2e-07, 0.523134, 5.2e-07
3.732e+06, 1.03976, 2.64e-06, 0.523213, 4.8e-07
3.733e+06, 1.03993, 9.2e-07, 0.5233, 4.5e-07
3.734e+06, 1.04009, 7.7e-07, 0.523381, 4.6e-07
3.735e+06, 1.04025, 7.2e-07, 0.523449, 4.2e-07
3.736e+06, 1.04042, 8e-07, 0.523526, 4.1e-07
3.737e+06, 1.04058, 8.7e-07, 0.523609, 4.8e-07
3.738e+06, 1.04081, 8.4e-07, 0.523687, 5e-07
3.739e+06, 1.04098, 7.5e-07, 0.523786, 4.5e-07
3.74e+06, 1.04114, 7.5e-07, 0.52387, 4.4e-07
3.741e+06, 1.04131, 8.5e-07, 0.523952, 4.8e-07
3.742e+06, 1.04148, 9.9e-07, 0.52404, 4.5e-07
3.743e+06, 1.04164, 1.41e-06, 0.52412, 4.9e-07
3.744e+06, 1.04181, 9.2e-07, 0.524201, 4.5e-07
3.745e+06, 1.04198, 1.16e-06, 0.524281, 4.8e-07
3.746e+06, 1.04214, 1.35e-06, 0.524361, 5.9e-07
3.747e+06, 1.04232, 1.88e-06, 0.524444, 4.3e-07
3.748e+06, 1.04248, 6.6e-07, 0.524526, 4.3e-07
3.749e+06, 1.04266, 8.7e-07, 0.524608, 5e-07
3.75e+06, 1.04283, 8.5e-07, 0.524684, 6.1e-07
3.751e+06, 1.04299, 1.54e-06, 0.524768, 8.4e-07
3.752e+06, 1.04316, 7.6e-07, 0.524845, 6.7e-07
3.753e+06, 1.04332, 1.68e-06, 0.524929, 4.4e-07
3.754e+06, 1.04349, 1.62e-06, 0.525007, 4.6e-07
3.755e+06, 1.04367, 9.4e-07, 0.525089, 7.9e-07
3.756e+06, 1.04383, 2.76e-06, 0.525172, 4.5e-07
3.757e+06, 1.044, 1.92e-06, 0.525254, 4.6e-07
3.758e+06, 1.04417, 7.9e-07, 0.525332, 6.2e-07
3.759e+06, 1.04435, 7.6e-07, 0.525411, 5.4e-07
3.76e+06, 1.04456, 7.9e-07, 0.525492, 6e-07
3.761e+06, 1.04472, 7.4e-07, 0.525576, 4.5e-07
3.762e+06, 1.04489, 8.3e-07, 0.525664, 4.3e-07
3.763e+06, 1.04505, 7.1e-07, 0.525747, 4.3e-07
3.764e+06, 1.04521, 8.3e-07, 0.525829, 4.2e-07
3.765e+06, 1.04538, 7.4e-07, 0.525911, 4.3e-07
3.766e+06, 1.04557, 7.3e-07, 0.525982, 4.6e-07
3.767e+06, 1.04573, 7.1e-07, 0.526065, 4.4e-07
3.768e+06, 1.0459, 1.04e-06, 0.526144, 4.9e-07
3.769e+06, 1.04606, 1.09e-06, 0.526222, 4.4e-07
3.77e+06, 1.04623, 8.3e-07, 0.526299, 4.6e-07
3.771e+06, 1.04644, 1.39e-06, 0.526376, 4.1e-07
3.772e+06, 1.04669, 1.34e-06, 0.526457, 4.4e-07
3.773e+06, 1.04691, 1.33e-06, 0.526535, 4.6e-07
3.774e+06, 1.04708, 1.33e-06, 0.526618, 4.9e-07
3.775e+06, 1.04725, 7.8e-07, 0.526694, 4.5e-07
3.776e+06, 1.04743, 8.4e-07, 0.526772, 4.4e-07
3.777e+06, 1.04759, 7.6e-07, 0.526849, 4.3e-07
3.778e+06, 1.04776, 7.3e-07, 0.526926, 4.5e-07
3.779e+06, 1.04792, 7.1e-07, 0.527004, 4.4e-07
3.78e+06, 1.04808, 7.2e-07, 0.52708, 4.4e-07
3.781e+06, 1.04824, 7.4e-07, 0.527147, 4.5e-07
3.782e+06, 1.04848, 9.8e-07, 0.527225, 4.8e-07
3.783e+06, 1.04865, 8.8e-07, 0.527301, 4.5e-07
3.784e+06, 1.04882, 1.51e-06, 0.527378, 4.3e-07
3.785e+06, 1.049, 6.4e-07, 0.527453, 4.6e-07
3.786e+06, 1.04916, 8e-07, 0.527536, 4e-07
3.787e+06, 1.04933, 7.7e-07, 0.527613, 4e-07
3.788e+06, 1.0495, 8.2e-07, 0.527716, 5.2e-07
3.789e+06, 1.04968, 7.6e-07, 0.527813, 5.9e-07
3.79e+06, 1.04987, 8.4e-07, 0.527912, 5.4e-07
3.791e+06, 1.05007, 1.71e-06, 0.528008, 6.6e-07
3.792e+06, 1.05025, 7.8e-07, 0.528107, 5.2e-07
3.793e+06, 1.05044, 1.54e-06, 0.5282, 5.4e-07
3.794e+06, 1.05062, 7.4e-07, 0.528297, 4.9e-07
3.795e+06, 1.05082, 6.8e-07, 0.528393, 5.3e-07
3.796e+06, 1.051, 1.6e-06, 0.528485, 5.1e-07
3.797e+06, 1.05118, 7.6e-07, 0.528582, 5.5e-07
3.798e+06, 1.05136, 7.4e-07, 0.528679, 5.9e-07
3.799e+06, 1.05155, 9.1e-07, 0.528774, 5.4e-07
3.8e+06, 1.05174, 9.9e-07, 0.52887, 5.3e-07
3.801e+06, 1.05193, 8.4e-07, 0.528966, 5.7e-07
3.802e+06, 1.05211, 2.77e-06, 0.529062, 5.3e-07
3.803e+06, 1.0523, 7.8e-07, 0.529158, 5.6e-07
3.804e+06, 1.05252, 8.2e-07, 0.529254, 5.4e-07
3.805e+06, 1.05276, 1.05e-06, 0.52935, 5.3e-07
3.806e+06, 1.05295, 8.4e-07, 0.529464, 5.7e-07
3.807e+06, 1.05314, 8.2e-07, 0.529568, 6e-07
3.808e+06, 1.05332, 7e-07, 0.529664, 6.4e-07
3.809e+06, 1.05351, 7.1e-07, 0.529761, 5.6e-07
3.81e+06, 1.0537, 7.7e-07, 0.529857, 5.7e-07
3.811e+06, 1.05386, 1.03e-06, 0.529943, 5.7e-07
3.812e+06, 1.05402, 7.7e-07, 0.53004, 6.2e-07
3.813e+06, 1.05419, 1.17e-06, 0.530139, 8.4e-07
3.814e+06, 1.05437, 9.8e-07, 0.530237, 5.5e-07
3.815e+06, 1.05455, 1.22e-06, 0.530335, 1.11e-06
3.816e+06, 1.05471, 7.3e-07, 0.530433, 5.5e-07
3.817e+06, 1.05487, 7.3e-07, 0.530564, 4.49e-06
3.818e+06, 1.05504, 9.1e-07, 0.530677, 5.7e-07
3.819e+06, 1.0552, 6.9e-07, 0.530775, 5.7e-07
3.82e+06, 1.05536, 1.42e-06, 0.53087, 5.3e-07
3.821e+06, 1.05555, 7.3e-07, 0.530966, 5.9e-07
3.822e+06, 1.05571, 2.22e-06, 0.531064, 5.5e-07
3.823e+06, 1.05588, 6.7e-07, 0.531161, 5.2e-07
3.824e+06, 1.05605, 6.7e-07, 0.531266, 6.2e-07
3.825e+06, 1.05621, 6.7e-07, 0.531365, 5.4e-07
3.826e+06, 1.05644, 3.42e-06, 0.53145, 5.3e-07
3.827e+06, 1.0566, 9.3e-07, 0.531548, 1.18e-06
3.828e+06, 1.05677, 1.36e-06, 0.531647, 5.8e-07
3.829e+06, 1.05694, 1.36e-06, 0.531745, 6e-07
3.83e+06, 1.0571, 2.29e-06, 0.531841, 5.7e-07
3.831e+06, 1.05727, 7.3e-07, 0.531938, 5.4e-07
3.832e+06, 1.05747, 2.59e-06, 0.532039, 5.8e-07
3.833e+06, 1.05763, 1.72e-06, 0.532133, 6e-07
3.834e+06, 1.0578, 1.4e-06, 0.532261, 7.2e-07
3.835e+06, 1.05798, 1.46e-06, 0.532399, 7.3e-07
3.836e+06, 1.05815, 1.01e-06, 0.532531, 8.1e-07
3.837e+06, 1.05832, 7.5e-07, 0.532664, 1.2e-06
3.838e+06, 1.05848, 8.1e-07, 0.532776, 6.3e-07
3.839e+06, 1.05865, 8.3e-07, 0.532876, 5.4e-07
3.84e+06, 1.05883, 9.8e-07, 0.532976, 6.1e-07
3.841e+06, 1.05901, 9.3e-07, 0.533061, 6.4e-07
3.842e+06, 1.05918, 1.98e-06, 0.533167, 1.04e-06
3.843e+06, 1.05934, 1.87e-06, 0.533266, 6.6e-07
3.844e+06, 1.0595, 7.5e-07, 0.533369, 7.8e-07
3.845e+06, 1.05966, 7.4e-07, 0.533465, 5.5e-07
3.846e+06, 1.05986, 7.8e-07, 0.533567, 5.4e-07
3.847e+06, 1.06002, 8.3e-07, 0.533667, 5.5e-07
3.848e+06, 1.06023, 9.1e-07, 0.533768, 5.3e-07
3.849e+06, 1.06042, 7.3e-07, 0.533865, 5.3e-07
3.85e+06, 1.06058, 7.8e-07, 0.533964, 5.6e-07
3.851e+06, 1.06074, 9.3e-07, 0.534063, 5.8e-07
3.852e+06, 1.0609, 1.17e-06, 0.534172, 5.2e-07
3.853e+06, 1.06107, 6.5e-07, 0.534267, 5.8e-07
3.854e+06, 1.06123, 2.79e-06, 0.534365, 5.2e-07
3.855e+06, 1.06141, 2.95e-06, 0.534462, 5.5e-07
3.856e+06, 1.06157, 7.1e-07, 0.534547, 5.4e-07
3.857e+06, 1.06174, 7.6e-07, 0.534649, 5.3e-07
3.858e+06, 1.0619, 7.8e-07, 0.534747, 5.3e-07
3.859e+06, 1.06207, 7.6e-07, 0.534844, 5.4e-07
3.86e+06, 1.06228, 9.4e-07, 0.534941, 4.9e-07
3.861e+06, 1.0625, 4.88e-06, 0.535044, 5.6e-07
3.862e+06, 1.06266, 7.6e-07, 0.535141, 5.2e-07
3.863e+06, 1.06282, 7.2e-07, 0.535239, 5.4e-07
3.864e+06, 1.06299, 7.8e-07, 0.535335, 5.1e-07
3.865e+06, 1.06318, 8.8e-07, 0.535442, 5.6e-07
3.866e+06, 1.06334, 7.8e-07, 0.535539, 5.4e-07
3.867e+06, 1.06351, 8.7e-07, 0.535643, 5.6e-07
3.868e+06, 1.06367, 8.2e-07, 0.535747, 5.2e-07
3.869e+06, 1.06384, 7.8e-07, 0.535854, 8.1e-07
3.87e+06, 1.06405, 8.1e-07, 0.536088, 8.8e-07
3.871e+06, 1.06423, 7.9e-07, 0.536238, 1e-06
3.872e+06, 1.0644, 1.05e-06, 0.536936, 1.53e-06
3.873e+06, 1.06457, 1e-06, 0.537326, 1.08e-06
3.874e+06, 1.06473, 7.2e-07, 0.537536, 1.17e-06
3.875e+06, 1.0649, 7.3e-07, 0.537795, 1.37e-06
3.876e+06, 1.06507, 1.77e-06, 0.538003, 1.25e-06
3.877e+06, 1.06524, 7.8e-07, 0.538138, 9.3e-07
3.878e+06, 1.06541, 1.25e-06, 0.538268, 9.2e-07
3.879e+06, 1.06557, 2.17e-06, 0.538398, 8.6e-07
3.88e+06, 1.06574, 3.1e-06, 0.538529, 7.9e-07
3.881e+06, 1.0659, 1.71e-06, 0.538662, 7.4e-07
3.882e+06, 1.06609, 1.22e-06, 0.538798, 7.9e-07
3.883e+06, 1.06626, 1.56e-06, 0.539058, 1.2e-06
3.884e+06, 1.06642, 7.7e-07, 0.53924, 9.6e-07
3.885e+06, 1.06658, 7.9e-07, 0.539423, 9.3e-07
3.886e+06, 1.06674, 8.4e-07, 0.539578, 9.5e-07
3.887e+06, 1.06697, 1.08e-06, 0.539755, 1.07e-06
3.888e+06, 1.06714, 1.66e-06, 0.539946, 9.6e-07
3.889e+06, 1.0673, 6.34e-06, 0.540126, 9.2e-07
3.89e+06, 1.06747, 8.2e-07, 0.540304, 1.03e-06
3.891e+06, 1.06764, 7.8e-07, 0.540491, 8.9e-07
3.892e+06, 1.06791, 1.17e-06, 0.540666, 1.01e-06
3.893e+06, 1.06808, 7.2e-07, 0.540854, 9.2e-07
3.894e+06, 1.06828, 9.4e-07, 0.541034, 9.9e-07
3.895e+06, 1.06844, 2.7e-06, 0.541215, 1.08e-06
3.896e+06, 1.06861, 7.3e-07, 0.541389, 9.8e-07
3.897e+06, 1.06879, 8.3e-07, 0.541565, 1e-06
3.898e+06, 1.06897, 7.8e-07, 0.541756, 1.1e-06
3.899e+06, 1.06913, 8.6e-07, 0.54194, 1.06e-06
3.9e+06, 1.0693, 1.3e-06, 0.542124, 8.9e-07
3.901e+06, 1.06947, 1.72e-06, 0.542276, 9.2e-07
3.902e+06, 1.06964, 1.77e-06, 0.542458, 9.8e-07
3.903e+06, 1.06983, 7.7e-07, 0.542642, 9.8e-07
3.904e+06, 1.06999, 7.7e-07, 0.542819, 1.02e-06
3.905e+06, 1.07016, 7.6e-07, 0.542993, 9.8e-07
3.906e+06, 1.07033, 7.1e-07, 0.543167, 9.9e-07
3.907e+06, 1.07049, 7.3e-07, 0.543341, 1.06e-06
3.908e+06, 1.07067, 8.6e-07, 0.543531, 9.9e-07
3.909e+06, 1.07084, 8.1e-07, 0.543719, 9.3e-07
3.91e+06, 1.07101, 9.1e-07, 0.543898, 9.5e-07
3.911e+06, 1.07118, 1.1e-06, 0.544075, 9.6e-07
3.912e+06, 1.07134, 7.8e-07, 0.544265, 9.8e-07
3.913e+06, 1.07151, 1.35e-06, 0.544443, 1.01e-06
3.914e+06, 1.07175, 1.03e-06, 0.54463, 1.88e-06
3.915e+06, 1.07191, 6.9e-07, 0.544809, 1.06e-06
3.916e+06, 1.07207, 7.8e-07, 0.544963, 9.7e-07
3.917e+06, 1.07223, 6.7e-07, 0.545137, 8.4e-07
3.918e+06, 1.0724, 9.3e-07, 0.545318, 1.19e-06
3.919e+06, 1.07258, 2.74e-06, 0.545503, 9e-07
3.92e+06, 1.07274, 7.6e-07, 0.545681, 9e-07
3.921e+06, 1.07291, 8.8e-07, 0.545857, 9.8e-07
3.922e+06, 1.07308, 1.18e-06, 0.546038, 1.01e-06
3.923e+06, 1.07326, 8.3e-07, 0.546215, 1.08e-06
3.924e+06, 1.07342, 7.8e-07, 0.5464, 1.87e-06
3.925e+06, 1.07359, 2.04e-06, 0.546594, 1e-06
3.926e+06, 1.07376, 4.05e-06, 0.546777, 9.5e-07
3.927e+06, 1.07393, 1.72e-06, 0.546952, 1.03e-06
3.928e+06, 1.07409, 3.36e-06, 0.547127, 8.7e-07
3.929e+06, 1.07426, 7.6e-07, 0.547297, 9.8e-07
3.93e+06, 1.07449, 1.12e-06, 0.547475, 1.12e-06
3.931e+06, 1.07468, 8.4e-07, 0.547596, 7.4e-07
3.932e+06, 1.07484, 7.4e-07, 0.54774, 8e-07
3.933e+06, 1.07501, 8.5e-07, 0.54787, 7.9e-07
3.934e+06, 1.07518, 1.09e-06, 0.547999, 7.2e-07
3.935e+06, 1.07535, 1.53e-06, 0.548145, 9.6e-07
3.936e+06, 1.07556, 7.1e-07, 0.548303, 7.1e-07
3.937e+06, 1.07573, 7.8e-07, 0.548435, 6.9e-07
3.938e+06, 1.0759, 6.9e-07, 0.548562, 7.3e-07
3.939e+06, 1.07607, 9.2e-07, 0.548696, 7.5e-07
3.94e+06, 1.07623, 7.6e-07, 0.548828, 7.8e-07
3.941e+06, 1.07643, 7e-07, 0.54896, 7.3e-07
3.942e+06, 1.0766, 6e-07, 0.549098, 1.85e-06
3.943e+06, 1.07676, 7e-07, 0.549297, 7.2e-07
3.944e+06, 1.07693, 7.7e-07, 0.549427, 6.9e-07
3.945e+06, 1.07709, 6.7e-07, 0.549557, 6.9e-07
3.946e+06, 1.07726, 7.7e-07, 0.549697, 7.1e-07
3.947e+06, 1.07744, 7.1e-07, 0.549828, 8e-07
3.948e+06, 1.07761, 1.01e-06, 0.549958, 7.9e-07
3.949e+06, 1.07778, 7.1e-07, 0.550105, 7.7e-07
3.95e+06, 1.07794, 9.1e-07, 0.550236, 7.2e-07
3.951e+06, 1.07816, 1.37e-06, 0.550367, 6.9e-07
3.952e+06, 1.07838, 1.25e-06, 0.550496, 7.1e-07
3.953e+06, 1.07857, 9.8e-07, 0.550629, 6.7e-07
3.954e+06, 1.07877, 1.08e-06, 0.550758, 6.9e-07
3.955e+06, 1.07896, 8.5e-07, 0.550888, 6.9e-07
3.956e+06, 1.07916, 1.02e-06, 0.55105, 1.07e-06
3.957e+06, 1.07936, 2.06e-06, 0.551216, 7.2e-07
3.958e+06, 1.07962, 9.8e-07, 0.551402, 1.08e-06
3.959e+06, 1.07982, 2.05e-06, 0.551601, 1.06e-06
3.96e+06, 1.08001, 9e-07, 0.551806, 1.1e-06
3.961e+06, 1.0802, 9.3e-07, 0.551967, 1.09e-06
3.962e+06, 1.08039, 3.67e-06, 0.552155, 9e-07
3.963e+06, 1.08058, 1.82e-06, 0.552353, 9.6e-07
3.964e+06, 1.08079, 1.72e-06, 0.552544, 1.23e-06
3.965e+06, 1.08099, 8.2e-07, 0.552735, 1.16e-06
3.966e+06, 1.08125, 1.15e-06, 0.552938, 8.08e-06
3.967e+06, 1.08142, 9.3e-07, 0.553188, 1.59e-06
3.968e+06, 1.08159, 9.2e-07, 0.553349, 8.8e-07
3.969e+06, 1.08184, 1.71e-06, 0.55348, 7.9e-07
3.97e+06, 1.08207, 8.2e-07, 0.553608, 7.3e-07
3.971e+06, 1.08223, 1.59e-06, 0.553737, 3.56e-06
3.972e+06, 1.08241, 3.83e-06, 0.553874, 7.4e-07
3.973e+06, 1.08258, 7.7e-07, 0.554004, 8.2e-07
3.974e+06, 1.08274, 7.2e-07, 0.554133, 7.9e-07
3.975e+06, 1.08291, 8.4e-07, 0.554261, 9.2e-07
3.976e+06, 1.08308, 9.1e-07, 0.554375, 7e-07
3.977e+06, 1.08325, 9.1e-07, 0.554506, 7.2e-07
3.978e+06, 1.08342, 7.2e-07, 0.554634, 7.1e-07
3.979e+06, 1.08358, 9.4e-07, 0.554927, 9.5e-07
3.98e+06, 1.08382, 1.33e-06, 0.555068, 7.6e-07
3.981e+06, 1.08399, 6.8e-07, 0.555203, 8.6e-07
3.982e+06, 1.08415, 1.7e-06, 0.555339, 7.3e-07
3.983e+06, 1.08433, 7.4e-07, 0.555467, 7.7e-07
3.984e+06, 1.08449, 3.23e-06, 0.555596, 7.7e-07
3.985e+06, 1.08466, 7.3e-07, 0.55574, 7.2e-07
3.986e+06, 1.08482, 8.5e-07, 0.555868, 7.5e-07
3.987e+06, 1.08498, 7.1e-07, 0.555998, 8.9e-07
3.988e+06, 1.08515, 7.2e-07, 0.55613, 7.7e-07
3.989e+06, 1.08531, 8.8e-07, 0.556258, 7.6e-07
3.99e+06, 1.08548, 8e-07, 0.556386, 7.3e-07
3.991e+06, 1.08564, 8.1e-07, 0.556501, 7.1e-07
3.992e+06, 1.08581, 8.8e-07, 0.556641, 7.8e-07
3.993e+06, 1.08598, 8.5e-07, 0.556769, 7.3e-07
3.994e+06, 1.08614, 8.5e-07, 0.556897, 8e-07
3.995e+06, 1.0863, 8.4e-07, 0.557027, 7.9e-07
3.996e+06, 1.08647, 7.7e-07, 0.557157, 7.5e-07
3.997e+06, 1.08663, 8.4e-07, 0.557306, 7.9e-07
3.998e+06, 1.08681, 7.4e-07, 0.557434, 7.5e-07
3.999e+06, 1.08701, 1.05e-06, 0.557562, 7.6e-07
4e+06, 1.08718, 8.1e-07, 0.557689, 8.2e-07
4.001e+06, 1.08735, 6.9e-07, 0.557819, 7.4e-07
4.002e+06, 1.08757, 7.7e-07, 0.557954, 7e-07
4.003e+06, 1.08777, 8.6e-07, 0.558085, 7.3e-07
4.004e+06, 1.08793, 6.6e-07, 0.558223, 7.4e-07
4.005e+06, 1.0881, 7.5e-07, 0.558354, 7.3e-07
4.006e+06, 1.08827, 7.2e-07, 0.558467, 9.1e-07
4.007e+06, 1.08843, 1.03e-06, 0.558596, 7.5e-07
4.008e+06, 1.0886, 1.19e-06, 0.558725, 8.3e-07
4.009e+06, 1.08879, 1.23e-06, 0.558852, 7.3e-07
4.01e+06, 1.08896, 8e-07, 0.558993, 8.1e-07
4.011e+06, 1.08913, 7.3e-07, 0.559131, 7.9e-07
4.012e+06, 1.08929, 8.4e-07, 0.55926, 8.6e-07
4.013e+06, 1.08946, 7.3e-07, 0.559388, 8.5e-07
4.014e+06, 1.08963, 9.1e-07, 0.559515, 8.3e-07
4.015e+06, 1.0898, 8.5e-07, 0.559642, 7e-07
4.016e+06, 1.08997, 1.19e-06, 0.559773, 7.4e-07
4.017e+06, 1.09013, 7.4e-07, 0.559901, 7.1e-07
4.018e+06, 1.09035, 1.91e-06, 0.560037, 7.7e-07
4.019e+06, 1.09052, 1.03e-06, 0.560173, 7.7e-07
4.02e+06, 1.09069, 8.2e-07, 0.560302, 7e-07
4.021e+06, 1.09085, 7.6e-07, 0.56043, 6.9e-07
4.022e+06, 1.09102, 9.5e-07, 0.560545, 8.1e-07
4.023e+06, 1.09119, 9.8e-07, 0.560676, 7.2e-07
4.024e+06, 1.09142, 1.03e-06, 0.560807, 7.2e-07
4.025e+06, 1.09158, 7.2e-07, 0.560935, 7.1e-07
4.026e+06, 1.09175, 1.21e-06, 0.561076, 7.4e-07
4.027e+06, 1.09191, 1.08e-06, 0.561206, 7.6e-07
4.028e+06, 1.09208, 8.5e-07, 0.561335, 6.7e-07
4.029e+06, 1.09225, 2.54e-06, 0.561464, 7e-07
4.03e+06, 1.09242, 1.35e-06, 0.561593, 7.1e-07
4.031e+06, 1.09259, 9.1e-07, 0.561721, 7.7e-07
4.032e+06, 1.09276, 8.7e-07, 0.561855, 6.9e-07
4.033e+06, 1.09292, 1.12e-06, 0.562003, 7.3e-07
4.034e+06, 1.09309, 7e-07, 0.562138, 7.4e-07
4.035e+06, 1.09326, 7.6e-07, 0.562265, 7.3e-07
4.036e+06, 1.09351, 1.19e-06, 0.5624, 6.6e-07
4.037e+06, 1.09379, 2.35e-06, 0.562512, 7.2e-07
4.038e+06, 1.09405, 1.13e-06, 0.56264, 7.4e-07
4.039e+06, 1.09423, 8.1e-07, 0.562768, 8.1e-07
4.04e+06, 1.09439, 1.04e-06, 0.562902, 7.4e-07
4.041e+06, 1.09456, 8e-07, 0.56303, 7.9e-07
4.042e+06, 1.09473, 7.8e-07, 0.563161, 7e-07
4.043e+06, 1.09489, 7.9e-07, 0.563291, 7.8e-07
4.044e+06, 1.09506, 2.04e-06, 0.56342, 7.2e-07
4.045e+06, 1.09522, 7.4e-07, 0.563563, 7.2e-07
4.046e+06, 1.09552, 1.03e-06, 0.563691, 7.6e-07
4.047e+06, 1.0957, 8.1e-07, 0.56383, 7.2e-07
4.048e+06, 1.09586, 1.27e-06, 0.563966, 7.3e-07
4.049e+06, 1.09603, 1.94e-06, 0.564094, 7.3e-07
4.05e+06, 1.09623, 7.9e-07, 0.564222, 7.3e-07
4.051e+06, 1.0964, 7.5e-07, 0.564357, 7.4e-07
4.052e+06, 1.0966, 1.19e-06, 0.564472, 7.5e-07
4.053e+06, 1.09676, 7.6e-07, 0.564602, 7.2e-07
4.054e+06, 1.09695, 1.02e-06, 0.56473, 7.2e-07
4.055e+06, 1.09714, 1.83e-06, 0.564929, 1.01e-06
4.056e+06, 1.09735, 9.9e-07, 0.565083, 8e-07
4.057e+06, 1.09752, 1.34e-06, 0.565212, 7.9e-07
4.058e+06, 1.09768, 9.3e-07, 0.565345, 7.8e-07
4.059e+06, 1.09785, 6.9e-07, 0.565474, 8.8e-07
4.06e+06, 1.09802, 8.5e-07, 0.565608, 8.3e-07
4.061e+06, 1.09819, 7.9e-07, 0.565749, 8.1e-07
4.062e+06, 1.09835, 8.8e-07, 0.565887, 6.9e-07
4.063e+06, 1.09852, 9e-07, 0.566022, 7.4e-07
4.064e+06, 1.09869, 8.2e-07, 0.566153, 7.6e-07
4.065e+06, 1.09886, 1.89e-06, 0.566283, 7.1e-07
4.066e+06, 1.09902, 7.1e-07, 0.566411, 7.1e-07
4.067e+06, 1.09922, 9.1e-07, 0.566524, 6.4e-07
4.068e+06, 1.0995, 1.06e-06, 0.566662, 7.5e-07
4.069e+06, 1.09973, 9.4e-07, 0.56679, 7.4e-07
4.07e+06, 1.09996, 8.6e-07, 0.566919, 7.1e-07
4.071e+06, 1.10018, 1.22e-06, 0.567047, 7.5e-07
4.072e+06, 1.10041, 1.54e-06, 0.567181, 7.7e-07
4.073e+06, 1.10065, 8.4e-07, 0.567324, 7.1e-07
4.074e+06, 1.10084, 9.1e-07, 0.567458, 7.9e-07
4.075e+06, 1.10104, 8.5e-07, 0.567585, 7e-07
4.076e+06, 1.10122, 1e-06, 0.567713, 7.7e-07
4.077e+06, 1.10141, 7.8e-07, 0.567842, 7.4e-07
4.078e+06, 1.10161, 1.13e-06, 0.567971, 7.4e-07
4.079e+06, 1.1018, 7.8e-07, 0.568101, 7.4e-07
4.08e+06, 1.10202, 1.37e-06, 0.568239, 8e-07
4.081e+06, 1.10225, 1.02e-06, 0.568368, 7.1e-07
4.082e+06, 1.10245, 1.45e-06, 0.568522, 1.65e-06
4.083e+06, 1.10264, 1.21e-06, 0.568686, 7.8e-07
4.084e+06, 1.10284, 1.33e-06, 0.568815, 7.7e-07
4.085e+06, 1.10303, 8.1e-07, 0.568943, 7.4e-07
4.086e+06, 1.10322, 8.2e-07, 0.569076, 7.5e-07
4.087e+06, 1.10342, 9.1e-07, 0.569217, 7.3e-07
4.088e+06, 1.10366, 9.6e-07, 0.56935, 7.2e-07
4.089e+06, 1.10387, 4.83e-06, 0.569477, 7.4e-07
4.09e+06, 1.10416, 3.1e-06, 0.569606, 7.1e-07
4.091e+06, 1.10439, 9.5e-07, 0.569734, 7.5e-07
4.092e+06, 1.1046, 8.5e-07, 0.569864, 8.3e-07
4.093e+06, 1.1048, 1.03e-06, 0.569993, 7e-07
4.094e+06, 1.10499, 8.4e-07, 0.570133, 7.3e-07
4.095e+06, 1.10518, 8.5e-07, 0.570261, 6.8e-07
4.096e+06, 1.10537, 2.1e-06, 0.57039, 7.1e-07
4.097e+06, 1.10557, 8.4e-07, 0.570505, 7.2e-07
4.098e+06, 1.10592, 9.2e-07, 0.570632, 7.1e-07
4.099e+06, 1.10606, 9.1e-07, 0.570761, 6.9e-07
4.1e+06, 1.10626, 2.33e-06, 0.570898, 7e-07
4.101e+06, 1.10646, 1.68e-06, 0.571038, 7.4e-07
4.102e+06, 1.10665, 9e-07, 0.571171, 7.3e-07
4.103e+06, 1.10685, 9.5e-07, 0.571301, 7.2e-07
4.104e+06, 1.10704, 9.1e-07, 0.571429, 7.9e-07
4.105e+06, 1.10723, 7.6e-07, 0.571558, 8.1e-07
4.106e+06, 1.10743, 1.13e-06, 0.571687, 7.9e-07
4.107e+06, 1.10763, 1.19e-06, 0.571816, 7.6e-07
4.108e+06, 1.10785, 1.3e-06, 0.571955, 7.5e-07
4.109e+06, 1.10812, 1.44e-06, 0.572084, 7.4e-07
4.11e+06, 1.10847, 1.7e-06, 0.572214, 7e-07
4.111e+06, 1.10873, 1e-06, 0.572344, 6.9e-07
4.112e+06, 1.10894, 9.4e-07, 0.572457, 6.8e-07
4.113e+06, 1.10929, 1.85e-06, 0.572584, 7.9e-07
4.114e+06, 1.10953, 1.45e-06, 0.572712, 7.1e-07
4.115e+06, 1.10976, 1.07e-06, 0.572839, 7.2e-07
4.116e+06, 1.10998, 1.13e-06, 0.572976, 7.6e-07
4.117e+06, 1.11024, 1.37e-06, 0.573104, 7.2e-07
